analysis_split,image_id,class_id,native_h,native_w,native_beta0,native_beta1,resized_beta0,resized_beta1,native_foreground_fraction,resized_foreground_fraction,topology_preserved
val,wheaten_terrier_121,36,333,500,1,0,1,0,0.675339339,0.448303223,1
val,wheaten_terrier_14,36,334,500,1,0,1,0,0.219748503,0.147460938,1
val,wheaten_terrier_169,36,330,500,1,0,1,0,0.314787879,0.20526123,1
val,wheaten_terrier_115,36,500,375,1,0,1,0,0.207114667,0.155029297,1
val,wheaten_terrier_129,36,375,500,2,0,2,0,0.219925333,0.163269043,1
val,wheaten_terrier_10,36,500,339,1,0,1,0,0.315616519,0.214477539,1
val,wheaten_terrier_166,36,375,500,2,0,2,0,0.268496,0.20123291,1
val,wheaten_terrier_183,36,330,500,2,1,1,0,0.120521212,0.0787963867,0
val,wheaten_terrier_170,36,330,500,2,0,2,0,0.16869697,0.110717773,1
val,wheaten_terrier_150,36,375,500,1,0,1,0,0.245818667,0.184570312,1
val,wheaten_terrier_123,36,500,459,1,1,1,0,0.482165577,0.444702148,0
val,wheaten_terrier_140,36,375,500,2,0,1,0,0.564272,0.423339844,0
val,wheaten_terrier_177,36,330,500,3,0,1,0,0.202090909,0.131469727,0
val,wheaten_terrier_158,36,375,500,1,0,1,0,0.645712,0.484375,1
val,wheaten_terrier_146,36,333,500,1,2,1,0,0.435927928,0.289794922,0
val,wheaten_terrier_153,36,375,500,2,0,1,0,0.481594667,0.360717773,0
val,wheaten_terrier_186,36,330,500,2,2,2,1,0.299454545,0.195922852,0
val,wheaten_terrier_127,36,442,500,1,0,1,0,0.307552036,0.272155762,1
val,wheaten_terrier_171,36,330,500,1,0,1,0,0.60309697,0.396179199,1
val,wheaten_terrier_110,36,500,333,1,0,1,0,0.755339339,0.501586914,1
val,wheaten_terrier_116,36,375,500,1,0,1,0,0.111333333,0.0837402344,1
val,wheaten_terrier_107,36,374,500,1,0,1,0,0.272614973,0.204345703,1
val,wheaten_terrier_155,36,375,500,2,0,1,0,0.184341333,0.137023926,0
val,wheaten_terrier_137,36,375,500,2,0,2,0,0.273728,0.202941895,1
val,wheaten_terrier_16,36,332,500,1,0,1,0,0.261078313,0.173339844,1
val,wheaten_terrier_105,36,333,500,1,0,1,0,0.269291291,0.177978516,1
val,wheaten_terrier_15,36,400,500,1,0,1,0,0.442385,0.352355957,1
val,wheaten_terrier_119,36,500,375,1,0,1,0,0.374917333,0.280578613,1
val,wheaten_terrier_101,36,500,334,1,0,1,0,0.243778443,0.163574219,1
val,wheaten_terrier_104,36,357,500,1,0,1,0,0.3112493,0.22088623,1
val,wheaten_terrier_185,36,330,500,1,0,1,1,0.56689697,0.372131348,0
val,yorkshire_terrier_167,37,500,354,2,1,1,0,0.587474576,0.417480469,0
val,yorkshire_terrier_157,37,242,300,1,2,1,1,0.229118457,0.183837891,0
val,yorkshire_terrier_175,37,375,500,2,0,2,0,0.311898667,0.233825684,1
val,yorkshire_terrier_168,37,500,397,1,0,1,0,0.290523929,0.23236084,1
val,yorkshire_terrier_117,37,225,300,1,0,1,0,0.537303704,0.403076172,1
val,yorkshire_terrier_128,37,225,300,1,0,1,0,0.4836,0.362915039,1
val,yorkshire_terrier_153,37,183,300,1,0,1,0,0.748324226,0.456115723,1
val,yorkshire_terrier_113,37,237,237,2,0,2,0,0.331499582,0.331420898,1
val,yorkshire_terrier_140,37,187,300,1,0,1,0,0.4257041,0.265380859,1
val,yorkshire_terrier_181,37,500,375,2,0,2,0,0.433146667,0.324951172,1
val,yorkshire_terrier_16,37,375,500,1,0,1,0,0.200005333,0.150024414,1
val,yorkshire_terrier_139,37,200,300,2,0,1,0,0.270533333,0.177734375,0
val,yorkshire_terrier_119,37,199,300,1,0,1,0,0.303969849,0.202026367,1
val,yorkshire_terrier_100,37,375,500,1,1,1,1,0.542021333,0.40637207,1
val,yorkshire_terrier_147,37,300,225,1,1,1,1,0.5084,0.381591797,1
val,yorkshire_terrier_148,37,225,300,1,0,1,0,0.25242963,0.188415527,1
val,yorkshire_terrier_111,37,500,333,1,0,1,0,0.294516517,0.194824219,1
val,yorkshire_terrier_154,37,226,300,1,0,1,0,0.391460177,0.291320801,1
val,yorkshire_terrier_105,37,333,500,1,0,1,0,0.265129129,0.176086426,1
val,yorkshire_terrier_136,37,225,300,1,0,1,0,0.32882963,0.246337891,1
val,yorkshire_terrier_130,37,200,173,1,0,1,0,0.716791908,0.620361328,1
val,yorkshire_terrier_174,37,375,500,2,0,2,0,0.475189333,0.35559082,1
val,yorkshire_terrier_101,37,375,500,1,0,1,0,0.693749333,0.520263672,1
val,yorkshire_terrier_138,37,211,300,1,0,1,0,0.539889415,0.379516602,1
val,yorkshire_terrier_143,37,300,220,2,0,1,0,0.284515152,0.206054688,0
val,yorkshire_terrier_15,37,500,480,1,0,1,0,0.7003,0.672851562,1
val,yorkshire_terrier_106,37,500,500,1,0,1,0,0.234428,0.234741211,1
val,yorkshire_terrier_160,37,382,500,2,0,1,0,0.376764398,0.288024902,0
val,yorkshire_terrier_144,37,300,163,2,1,1,1,0.649243354,0.351806641,0
val,yorkshire_terrier_170,37,333,500,1,0,1,0,0.128690691,0.0850219727,1
val,yorkshire_terrier_188,37,334,500,2,0,1,0,0.555646707,0.372009277,0
val,yorkshire_terrier_104,37,332,500,1,0,1,0,0.341210843,0.225585938,1
val,yorkshire_terrier_185,37,500,375,2,0,1,0,0.322090667,0.241088867,0
val,yorkshire_terrier_107,37,500,333,1,1,1,0,0.624894895,0.414001465,0
val,yorkshire_terrier_158,37,225,300,1,0,1,0,0.504296296,0.378234863,1
val,yorkshire_terrier_126,37,300,206,1,0,1,0,0.481699029,0.331176758,1
val,yorkshire_terrier_12,37,375,500,1,1,1,1,0.264704,0.198181152,1
val,yorkshire_terrier_127,37,300,251,1,0,1,0,0.616932271,0.515441895,1
val,yorkshire_terrier_142,37,225,300,1,0,1,0,0.347437037,0.259765625,1
val,yorkshire_terrier_189,37,334,500,2,0,1,0,0.306988024,0.205383301,0
val,yorkshire_terrier_108,37,500,478,1,0,1,0,0.450004184,0.428588867,1
val,yorkshire_terrier_177,37,500,375,2,0,2,0,0.384250667,0.287536621,1
val,yorkshire_terrier_165,37,375,500,1,0,1,0,0.509344,0.382568359,1
val,yorkshire_terrier_112,37,500,483,1,3,1,2,0.564132505,0.546142578,0
val,yorkshire_terrier_134,37,224,300,1,0,1,0,0.233422619,0.175354004,1
val,yorkshire_terrier_17,37,332,500,1,0,1,0,0.605656627,0.402770996,1
val,yorkshire_terrier_172,37,375,500,1,0,1,0,0.351050667,0.262939453,1
val,yorkshire_terrier_137,37,225,300,2,0,2,0,0.145481481,0.106567383,1
val,yorkshire_terrier_176,37,375,500,1,0,1,0,0.321701333,0.241088867,1
val,yorkshire_terrier_102,37,500,385,1,0,1,0,0.46147013,0.356567383,1
test,Abyssinian_63,1,116,150,1,0,1,0,0.622413793,0.481811523,1
test,Abyssinian_67,1,282,366,1,0,1,0,0.371885052,0.28729248,1
test,Abyssinian_226,1,225,300,1,0,1,0,0.220014815,0.164855957,1
test,Abyssinian_232,1,300,277,1,0,1,0,0.328134777,0.303466797,1
test,Abyssinian_30,1,500,335,1,0,1,0,0.306161194,0.205810547,1
test,Abyssinian_76,1,500,288,1,0,1,0,0.0949097222,0.0545654297,1
test,Abyssinian_204,1,300,229,1,0,1,0,0.341179039,0.262451172,1
test,Abyssinian_72,1,500,335,1,0,1,0,0.561164179,0.37701416,1
test,Abyssinian_4,1,500,335,1,0,1,0,0.432167164,0.290100098,1
test,Abyssinian_95,1,500,375,1,0,1,0,0.597728,0.448120117,1
test,Abyssinian_58,1,500,335,1,0,1,0,0.506620896,0.340209961,1
test,Abyssinian_57,1,500,375,1,0,1,0,0.719498667,0.538879395,1
test,Abyssinian_2,1,473,600,1,1,1,0,0.272135307,0.215332031,0
test,Abyssinian_202,1,225,300,1,0,1,0,0.237437037,0.178894043,1
test,Abyssinian_31,1,400,300,1,0,1,0,0.4918,0.36907959,1
test,Abyssinian_88,1,357,500,1,0,1,0,0.36810084,0.260803223,1
test,Abyssinian_71,1,539,833,1,0,1,0,0.241142839,0.155883789,1
test,Abyssinian_80,1,800,1280,1,1,1,0,0.337446289,0.211303711,0
test,Abyssinian_92,1,500,400,1,0,1,0,0.60882,0.485595703,1
test,Abyssinian_36,1,360,480,1,0,1,0,0.217476852,0.163146973,1
test,Abyssinian_5,1,150,200,1,0,1,0,0.866466667,0.65032959,1
test,Abyssinian_60,1,335,500,1,0,1,0,0.376650746,0.253356934,1
test,Abyssinian_7,1,266,250,1,0,1,0,0.330270677,0.309326172,1
test,Abyssinian_83,1,500,393,1,1,1,0,0.24983715,0.197265625,0
test,Abyssinian_81,1,375,500,1,0,1,0,0.638272,0.478942871,1
test,Abyssinian_212,1,240,240,1,1,1,1,0.325746528,0.326293945,1
test,Abyssinian_206,1,279,300,1,0,1,0,0.619749104,0.57623291,1
test,Abyssinian_94,1,500,375,1,0,1,0,0.272661333,0.204406738,1
test,Abyssinian_225,1,300,225,1,1,1,1,0.693911111,0.520935059,1
test,Abyssinian_68,1,500,335,1,0,1,0,0.76478209,0.513183594,1
test,Abyssinian_29,1,1600,1200,1,0,1,0,0.199525521,0.150085449,1
test,Abyssinian_6,1,500,414,1,0,1,0,0.72131401,0.597106934,1
test,Abyssinian_56,1,188,250,1,0,1,0,0.351680851,0.263671875,1
test,Abyssinian_32,1,1200,1600,1,0,1,0,0.170188542,0.127624512,1
test,Abyssinian_84,1,400,266,1,1,1,1,0.51387218,0.340759277,1
test,Abyssinian_21,1,375,500,1,0,1,0,0.702858667,0.527709961,1
test,Abyssinian_55,1,275,275,1,1,1,0,0.678968595,0.678283691,0
test,Abyssinian_37,1,1200,1600,1,1,1,0,0.246305208,0.185668945,0
test,Abyssinian_20,1,383,400,1,0,1,0,0.250424282,0.240478516,1
test,Abyssinian_224,1,300,225,1,0,1,0,0.467422222,0.351196289,1
test,Abyssinian_98,1,386,500,1,6,1,8,0.618497409,0.478515625,0
test,Abyssinian_48,1,448,299,1,0,1,0,0.685805363,0.455627441,1
test,Abyssinian_43,1,500,335,1,0,1,0,0.191719403,0.12878418,1
test,Abyssinian_221,1,248,300,1,5,1,2,0.605604839,0.501098633,0
test,Abyssinian_217,1,244,241,1,0,1,0,0.544333719,0.535644531,1
test,Abyssinian_96,1,500,375,1,1,1,1,0.2188,0.164672852,1
test,Abyssinian_8,1,335,500,1,0,1,0,0.469576119,0.316040039,1
test,Abyssinian_70,1,500,335,1,0,1,0,0.555373134,0.372619629,1
test,Abyssinian_228,1,225,300,1,0,1,0,0.862044444,0.646606445,1
test,Abyssinian_51,1,597,728,1,0,1,0,0.370163547,0.303527832,1
test,Abyssinian_54,1,442,500,1,0,1,0,0.384515837,0.339233398,1
test,Abyssinian_33,1,300,450,1,0,1,1,0.24042963,0.158996582,0
test,Abyssinian_220,1,225,300,1,9,1,6,0.353792593,0.264526367,0
test,Abyssinian_61,1,842,1000,1,0,1,0,0.445273159,0.375671387,1
test,Abyssinian_49,1,500,335,1,0,1,0,0.758119403,0.50994873,1
test,Abyssinian_74,1,500,335,1,0,1,0,0.484065672,0.323669434,1
test,Abyssinian_89,1,400,500,1,0,1,0,0.5594,0.445129395,1
test,Abyssinian_205,1,300,240,2,0,2,0,0.356319444,0.285339355,1
test,Abyssinian_46,1,500,335,1,0,1,0,0.230704478,0.154418945,1
test,Abyssinian_77,1,375,500,1,0,1,0,0.384746667,0.288757324,1
test,Abyssinian_27,1,286,400,1,0,1,0,0.567674825,0.408081055,1
test,Abyssinian_91,1,262,260,1,0,1,0,0.398678802,0.396606445,1
test,Abyssinian_44,1,962,990,1,0,1,0,0.382025032,0.369567871,1
test,Abyssinian_24,1,600,800,1,0,1,0,0.340660417,0.255249023,1
test,Abyssinian_52,1,335,500,1,0,1,0,0.564226866,0.378845215,1
test,Abyssinian_85,1,449,500,1,0,1,0,0.386334076,0.347045898,1
test,Abyssinian_25,1,500,335,1,0,1,0,0.290435821,0.195007324,1
test,Abyssinian_230,1,256,300,1,0,1,0,0.521914063,0.444152832,1
test,Abyssinian_97,1,500,375,1,0,1,0,0.164746667,0.123718262,1
test,Abyssinian_69,1,500,335,1,0,1,0,0.363134328,0.24395752,1
test,Abyssinian_93,1,375,500,1,2,1,1,0.803477333,0.602783203,0
test,Abyssinian_219,1,300,207,1,0,1,0,0.487616747,0.334350586,1
test,Abyssinian_207,1,278,208,2,0,2,0,0.273830935,0.205627441,1
test,Abyssinian_90,1,500,401,1,1,1,1,0.770837905,0.61932373,1
test,Abyssinian_50,1,500,335,1,0,1,0,0.477367164,0.3203125,1
test,Abyssinian_213,1,300,224,1,1,1,0,0.475639881,0.355651855,0
test,Abyssinian_3,1,869,600,1,0,1,0,0.194556962,0.133422852,1
test,Abyssinian_45,1,168,190,1,0,1,0,0.448088972,0.395446777,1
test,Abyssinian_9,1,385,450,1,0,1,0,0.398556999,0.342468262,1
test,Abyssinian_40,1,1278,1646,1,0,1,0,0.580878005,0.449645996,1
test,Abyssinian_87,1,300,400,1,0,1,0,0.86285,0.647521973,1
test,Abyssinian_210,1,300,241,1,0,1,0,0.578561549,0.465942383,1
test,Abyssinian_79,1,300,400,1,0,1,0,0.444633333,0.332519531,1
test,Abyssinian_201,1,225,300,1,0,1,0,0.265614815,0.198547363,1
test,Abyssinian_26,1,369,500,1,0,1,0,0.320926829,0.235473633,1
test,Abyssinian_47,1,335,500,1,0,1,0,0.560716418,0.376037598,1
test,Abyssinian_223,1,225,300,1,0,1,0,0.354088889,0.266052246,1
test,Abyssinian_86,1,500,333,1,1,1,0,0.452324324,0.299865723,0
test,Abyssinian_216,1,225,300,1,0,1,0,0.613437037,0.459655762,1
test,Abyssinian_99,1,299,450,1,0,1,0,0.196016351,0.129333496,1
test,Abyssinian_75,1,380,275,1,0,1,0,0.36476555,0.265441895,1
test,Abyssinian_62,1,335,500,1,0,1,0,0.41281194,0.277648926,1
test,Abyssinian_22,1,373,500,1,0,1,0,0.412268097,0.305969238,1
test,Abyssinian_215,1,225,300,1,0,1,0,0.348444444,0.261779785,1
test,Abyssinian_73,1,267,400,1,0,1,0,0.235552434,0.156555176,1
test,Abyssinian_66,1,480,320,1,0,1,0,0.483411458,0.322387695,1
test,Abyssinian_65,1,267,400,1,0,1,1,0.210449438,0.140136719,0
test,Abyssinian_78,1,450,300,1,0,1,0,0.390392593,0.259643555,1
test,american_bulldog_89,2,336,500,1,2,1,0,0.19697619,0.132568359,0
test,american_bulldog_6,2,376,500,1,0,1,0,0.287898936,0.215698242,1
test,american_bulldog_2,2,333,500,1,0,1,0,0.349441441,0.231811523,1
test,american_bulldog_214,2,500,420,2,1,1,2,0.482738095,0.404052734,0
test,american_bulldog_60,2,376,500,1,1,1,1,0.430265957,0.32244873,1
test,american_bulldog_73,2,500,375,1,0,1,0,0.353610667,0.264831543,1
test,american_bulldog_46,2,500,333,1,0,1,0,0.411339339,0.272644043,1
test,american_bulldog_79,2,396,500,1,1,1,1,0.373252525,0.294372559,1
test,american_bulldog_218,2,500,449,2,1,1,1,0.440890869,0.395507812,0
test,american_bulldog_56,2,500,332,1,0,1,0,0.659789157,0.438354492,1
test,american_bulldog_39,2,375,500,1,0,1,0,0.420592,0.31463623,1
test,american_bulldog_47,2,500,376,1,1,1,1,0.36518617,0.274291992,1
test,american_bulldog_74,2,500,332,1,0,1,0,0.569614458,0.377868652,1
test,american_bulldog_32,2,500,376,1,0,1,0,0.480611702,0.360717773,1
test,american_bulldog_81,2,375,500,1,0,1,0,0.611573333,0.458557129,1
test,american_bulldog_24,2,500,334,1,0,1,0,0.657437126,0.440795898,1
test,american_bulldog_209,2,500,446,2,4,1,3,0.452004484,0.402526855,0
test,american_bulldog_28,2,500,334,1,0,1,0,0.242371257,0.163879395,1
test,american_bulldog_207,2,335,500,3,0,1,0,0.265343284,0.177368164,0
test,american_bulldog_57,2,334,500,1,0,1,0,0.396389222,0.266357422,1
test,american_bulldog_36,2,500,334,1,0,1,0,0.340808383,0.229370117,1
test,american_bulldog_87,2,376,500,1,0,1,0,0.616882979,0.462036133,1
test,american_bulldog_203,2,500,334,2,0,1,0,0.349916168,0.234741211,0
test,american_bulldog_27,2,500,376,1,0,1,0,0.287930851,0.216491699,1
test,american_bulldog_50,2,500,334,1,1,1,0,0.548916168,0.36920166,0
test,american_bulldog_25,2,500,334,1,0,1,0,0.579814371,0.389099121,1
test,american_bulldog_76,2,333,500,1,0,1,0,0.226756757,0.15057373,1
test,american_bulldog_37,2,343,500,1,0,1,0,0.670390671,0.461242676,1
test,american_bulldog_26,2,334,500,1,0,1,0,0.480023952,0.32220459,1
test,american_bulldog_40,2,375,500,1,0,1,0,0.205194667,0.154052734,1
test,american_bulldog_77,2,333,500,1,0,1,0,0.48366967,0.321289062,1
test,american_bulldog_22,2,500,334,1,0,1,0,0.399185629,0.268798828,1
test,american_bulldog_3,2,287,500,1,0,1,0,0.109010453,0.0624389648,1
test,american_bulldog_35,2,375,500,1,0,1,0,0.464213333,0.348022461,1
test,american_bulldog_67,2,333,500,1,2,1,2,0.138990991,0.0916137695,1
test,american_bulldog_70,2,376,500,1,1,1,0,0.459941489,0.344543457,0
test,american_bulldog_29,2,500,334,1,0,1,0,0.442083832,0.296447754,1
test,american_bulldog_45,2,500,333,1,3,1,2,0.368198198,0.244934082,0
test,american_bulldog_65,2,333,500,1,5,1,1,0.207711712,0.138366699,0
test,american_bulldog_86,2,500,376,1,0,1,0,0.382170213,0.287353516,1
test,american_bulldog_33,2,500,334,2,1,2,0,0.386155689,0.258728027,0
test,american_bulldog_205,2,335,500,3,3,3,0,0.328334328,0.22076416,0
test,american_bulldog_224,2,333,500,1,1,1,1,0.789717718,0.524475098,1
test,american_bulldog_84,2,376,500,1,0,1,0,0.419734043,0.314575195,1
test,american_bulldog_211,2,335,500,2,0,1,0,0.629229851,0.422241211,0
test,american_bulldog_64,2,376,500,1,0,1,0,0.566170213,0.424621582,1
test,american_bulldog_93,2,500,335,1,1,1,0,0.442931343,0.297912598,0
test,american_bulldog_221,2,317,500,3,0,1,0,0.288113565,0.181030273,0
test,american_bulldog_41,2,375,500,1,0,1,0,0.862272,0.647583008,1
test,american_bulldog_68,2,400,500,1,0,1,0,0.20789,0.165588379,1
test,american_bulldog_61,2,333,500,1,0,1,0,0.245123123,0.162475586,1
test,american_bulldog_52,2,500,365,1,0,1,0,0.562383562,0.407592773,1
test,american_bulldog_98,2,500,375,1,1,1,1,0.299498667,0.224243164,1
test,american_bulldog_38,2,500,359,1,0,1,0,0.486941504,0.34954834,1
test,american_bulldog_54,2,500,334,1,0,1,0,0.408161677,0.272949219,1
test,american_bulldog_96,2,337,500,2,0,2,0,0.51148368,0.343566895,1
test,american_bulldog_21,2,500,334,1,1,1,1,0.322479042,0.215942383,1
test,american_bulldog_66,2,334,500,1,0,1,0,0.472077844,0.317016602,1
test,american_bulldog_44,2,500,334,1,0,1,1,0.474916168,0.318664551,0
test,american_bulldog_9,2,334,500,1,0,1,0,0.775928144,0.521728516,1
test,american_bulldog_83,2,500,375,1,4,1,0,0.520096,0.390258789,0
test,american_bulldog_43,2,403,500,1,0,1,0,0.29155335,0.234558105,1
test,american_bulldog_23,2,333,500,1,0,1,0,0.721411411,0.47833252,1
test,american_bulldog_8,2,333,500,1,1,1,0,0.507093093,0.336486816,0
test,american_bulldog_80,2,333,500,1,0,1,0,0.0838618619,0.0559082031,1
test,american_bulldog_55,2,500,334,1,0,1,0,0.307467066,0.207092285,1
test,american_bulldog_49,2,500,376,1,0,1,0,0.479398936,0.358398438,1
test,american_bulldog_59,2,376,500,1,1,1,1,0.492265957,0.368469238,1
test,american_bulldog_99,2,500,333,1,0,1,0,0.854144144,0.566345215,1
test,american_bulldog_30,2,500,334,1,0,1,0,0.666449102,0.447937012,1
test,american_bulldog_63,2,376,500,1,0,1,0,0.249287234,0.187866211,1
test,american_bulldog_94,2,332,500,1,0,1,0,0.521012048,0.346923828,1
test,american_bulldog_208,2,334,500,1,0,1,0,0.288610778,0.193725586,1
test,american_bulldog_90,2,500,375,2,0,2,1,0.545285333,0.408752441,0
test,american_bulldog_69,2,500,400,1,0,1,0,0.40721,0.325500488,1
test,american_bulldog_72,2,500,334,1,0,1,0,0.265287425,0.17956543,1
test,american_bulldog_58,2,334,500,1,0,1,0,0.430203593,0.288818359,1
test,american_bulldog_71,2,500,375,1,0,1,0,0.33176,0.249328613,1
test,american_bulldog_51,2,333,500,1,0,1,0,0.288564565,0.19140625,1
test,american_bulldog_5,2,500,375,1,0,1,0,0.180416,0.135253906,1
test,american_bulldog_31,2,500,351,1,0,1,0,0.66168661,0.465637207,1
test,american_bulldog_216,2,335,500,2,0,1,0,0.434220896,0.290161133,0
test,american_bulldog_48,2,376,500,1,0,1,0,0.375632979,0.281555176,1
test,american_bulldog_42,2,375,500,1,0,1,0,0.760608,0.569824219,1
test,american_bulldog_53,2,500,333,1,0,1,0,0.535333333,0.355957031,1
test,american_bulldog_91,2,333,500,1,2,1,1,0.142018018,0.0942993164,0
test,american_bulldog_75,2,500,375,1,0,1,0,0.559514667,0.419189453,1
test,american_bulldog_97,2,333,500,1,0,1,0,0.223225225,0.1484375,1
test,american_bulldog_78,2,333,500,1,5,1,1,0.559429429,0.371398926,0
test,american_bulldog_92,2,500,335,1,0,1,0,0.410119403,0.275817871,1
test,american_bulldog_62,2,500,375,1,0,1,0,0.120282667,0.0900878906,1
test,american_bulldog_217,2,434,500,1,0,1,0,0.378147465,0.32635498,1
test,american_bulldog_34,2,500,334,1,0,1,0,0.480347305,0.322509766,1
test,american_bulldog_7,2,500,333,1,0,1,0,0.245807808,0.163146973,1
test,american_bulldog_220,2,335,500,2,0,1,0,0.543253731,0.364440918,0
test,american_bulldog_85,2,376,500,1,0,1,0,0.456925532,0.341674805,1
test,american_bulldog_20,2,500,376,1,0,1,0,0.444728723,0.333618164,1
test,american_bulldog_212,2,376,500,2,0,1,0,0.704851064,0.52722168,0
test,american_bulldog_95,2,332,500,1,0,1,0,0.649409639,0.432556152,1
test,american_bulldog_82,2,500,334,1,0,1,0,0.370682635,0.247619629,1
test,american_pit_bull_terrier_64,3,333,500,1,0,1,1,0.446312312,0.296020508,0
test,american_pit_bull_terrier_77,3,375,500,1,0,1,0,0.892693333,0.670532227,1
test,american_pit_bull_terrier_45,3,333,500,1,0,1,0,0.173387387,0.115234375,1
test,american_pit_bull_terrier_67,3,500,375,1,0,1,0,0.431829333,0.323486328,1
test,american_pit_bull_terrier_7,3,334,500,1,0,1,0,0.445287425,0.298339844,1
test,american_pit_bull_terrier_47,3,500,375,1,0,1,0,0.688336,0.515319824,1
test,american_pit_bull_terrier_98,3,500,333,1,0,1,0,0.301369369,0.200195312,1
test,american_pit_bull_terrier_84,3,379,500,1,1,1,0,0.554701847,0.420166016,0
test,american_pit_bull_terrier_58,3,500,375,1,0,1,0,0.837136,0.627441406,1
test,american_pit_bull_terrier_95,3,500,299,1,2,1,1,0.497913043,0.299621582,0
test,american_pit_bull_terrier_197,3,269,250,2,0,1,0,0.451851301,0.418029785,0
test,american_pit_bull_terrier_75,3,500,375,1,1,1,1,0.321722667,0.241271973,1
test,american_pit_bull_terrier_1,3,333,500,1,0,1,0,0.297417417,0.197814941,1
test,american_pit_bull_terrier_202,3,225,300,2,0,1,0,0.165274074,0.121459961,0
test,american_pit_bull_terrier_86,3,500,375,1,0,1,0,0.536858667,0.403015137,1
test,american_pit_bull_terrier_56,3,335,500,1,0,1,0,0.122083582,0.0821533203,1
test,american_pit_bull_terrier_23,3,500,417,1,0,1,0,0.61311271,0.513122559,1
test,american_pit_bull_terrier_54,3,375,500,1,0,1,0,0.269146667,0.201538086,1
test,american_pit_bull_terrier_66,3,347,500,1,0,1,0,0.171573487,0.119812012,1
test,american_pit_bull_terrier_42,3,363,500,1,0,1,0,0.463559229,0.336364746,1
test,american_pit_bull_terrier_200,3,257,300,2,0,1,1,0.227315175,0.194458008,0
test,american_pit_bull_terrier_70,3,500,375,1,0,1,0,0.444021333,0.332519531,1
test,american_pit_bull_terrier_5,3,462,456,1,0,1,0,0.135893712,0.133605957,1
test,american_pit_bull_terrier_36,3,500,375,1,0,1,1,0.370154667,0.276977539,0
test,american_pit_bull_terrier_35,3,379,500,1,11,1,1,0.323197889,0.245178223,0
test,american_pit_bull_terrier_191,3,300,300,1,0,1,0,0.626211111,0.625305176,1
test,american_pit_bull_terrier_41,3,460,500,1,2,1,0,0.448526087,0.414306641,0
test,american_pit_bull_terrier_201,3,300,199,2,0,1,0,0.476934673,0.315551758,0
test,american_pit_bull_terrier_204,3,207,300,2,0,1,0,0.211916264,0.144042969,0
test,american_pit_bull_terrier_44,3,334,500,1,0,1,0,0.17197006,0.115966797,1
test,american_pit_bull_terrier_55,3,500,337,1,1,1,0,0.432047478,0.291015625,0
test,american_pit_bull_terrier_9,3,333,500,1,0,1,0,0.657285285,0.435424805,1
test,american_pit_bull_terrier_69,3,375,500,1,0,1,0,0.923413333,0.692138672,1
test,american_pit_bull_terrier_71,3,375,500,1,1,1,1,0.242218667,0.181640625,1
test,american_pit_bull_terrier_79,3,500,374,1,0,1,0,0.527791444,0.39630127,1
test,american_pit_bull_terrier_40,3,500,332,1,0,1,0,0.177138554,0.117248535,1
test,american_pit_bull_terrier_6,3,375,500,1,0,1,0,0.219968,0.165283203,1
test,american_pit_bull_terrier_198,3,225,300,2,0,1,0,0.372237037,0.278808594,0
test,american_pit_bull_terrier_68,3,334,500,1,0,1,0,0.332137725,0.222839355,1
test,american_pit_bull_terrier_49,3,375,500,1,0,1,0,0.573498667,0.429504395,1
test,american_pit_bull_terrier_93,3,500,335,1,1,1,0,0.254991045,0.171691895,0
test,american_pit_bull_terrier_32,3,489,500,1,0,1,0,0.573411043,0.559936523,1
test,american_pit_bull_terrier_203,3,300,225,2,2,1,3,0.234325926,0.174194336,0
test,american_pit_bull_terrier_82,3,354,500,1,0,1,0,0.55879661,0.396850586,1
test,american_pit_bull_terrier_195,3,300,291,2,0,1,0,0.159873998,0.152832031,0
test,american_pit_bull_terrier_73,3,375,500,1,0,1,0,0.188464,0.141967773,1
test,american_pit_bull_terrier_4,3,332,500,1,0,1,0,0.298542169,0.198364258,1
test,american_pit_bull_terrier_196,3,257,300,2,0,1,0,0.532347601,0.457519531,0
test,american_pit_bull_terrier_72,3,375,500,1,0,1,0,0.151728,0.113586426,1
test,american_pit_bull_terrier_192,3,300,234,2,0,1,0,0.702122507,0.547058105,0
test,american_pit_bull_terrier_74,3,375,500,1,0,1,0,0.310474667,0.233032227,1
test,american_pit_bull_terrier_81,3,333,500,1,0,1,0,0.493033033,0.327636719,1
test,american_pit_bull_terrier_8,3,500,333,1,0,1,0,0.517891892,0.344543457,1
test,american_pit_bull_terrier_53,3,375,500,1,0,1,0,0.234874667,0.17578125,1
test,american_pit_bull_terrier_78,3,375,500,1,1,1,1,0.597162667,0.447753906,1
test,american_pit_bull_terrier_28,3,333,500,1,0,1,0,0.293489489,0.194458008,1
test,american_pit_bull_terrier_46,3,500,333,1,2,1,1,0.586474474,0.389282227,0
test,american_pit_bull_terrier_60,3,258,258,1,0,1,0,0.160762574,0.161010742,1
test,american_pit_bull_terrier_30,3,500,375,1,0,1,0,0.253482667,0.190185547,1
test,american_pit_bull_terrier_19,3,500,333,1,0,1,0,0.482216216,0.320739746,1
test,american_pit_bull_terrier_59,3,500,375,1,1,1,1,0.484224,0.364746094,1
test,american_pit_bull_terrier_89,3,283,500,1,0,1,0,0.117590106,0.0664672852,1
test,american_pit_bull_terrier_87,3,333,500,2,0,2,0,0.142858859,0.0950927734,1
test,american_pit_bull_terrier_27,3,357,500,1,0,1,0,0.33994958,0.241333008,1
